Rating,RatingSource,imdbID
 7.0/10, Internet Movie Database,tt0131374
 5.8/10, Internet Movie Database,tt0399161
 4.3/10, Internet Movie Database,tt1459222
 6.4/10, Internet Movie Database,tt0048190
 7.8/10, Internet Movie Database,tt1389780
 7.5/10, Internet Movie Database,tt0077333
 5.5/10, Internet Movie Database,tt0965562
 5.7/10, Internet Movie Database,tt1284575
44%, Rotten Tomatoes,tt1284575
 47/100, Metacritic,tt1284575
 4.8/10, Internet Movie Database,tt2612138
 7.3/10, Internet Movie Database,tt0105859
 8.1/10, Internet Movie Database,tt0851188
 5.4/10, Internet Movie Database,tt0371683
35%, Rotten Tomatoes,tt0371683
 32/100, Metacritic,tt0371683
 5.7/10, Internet Movie Database,tt0350278
 5.0/10, Internet Movie Database,tt0482887
 5.5/10, Internet Movie Database,tt3140658
 5.0/10, Internet Movie Database,tt0936497
 8.7/10, Internet Movie Database,tt1437356
 5.5/10, Internet Movie Database,tt0016903
 6.9/10, Internet Movie Database,tt1863337
 5.4/10, Internet Movie Database,tt0768702
 7.3/10, Internet Movie Database,tt1167686
47%, Rotten Tomatoes,tt4418966
 6.0/10, Internet Movie Database,tt0044532
 5.8/10, Internet Movie Database,tt1846471
 5.4/10, Internet Movie Database,tt0102512
 7.8/10, Internet Movie Database,tt0056275
 7.8/10, Internet Movie Database,tt0345513
 5.2/10, Internet Movie Database,tt0063809
 6.0/10, Internet Movie Database,tt0176419
 6.4/10, Internet Movie Database,tt3504064
 7.1/10, Internet Movie Database,tt0150251
 6.7/10, Internet Movie Database,tt0033693
 7.7/10, Internet Movie Database,tt0809526
 6.4/10, Internet Movie Database,tt1612244
 7.2/10, Internet Movie Database,tt1523317
 4.1/10, Internet Movie Database,tt0435464
 5.4/10, Internet Movie Database,tt0397078
14%, Rotten Tomatoes,tt0397078
 29/100, Metacritic,tt0397078
 3.6/10, Internet Movie Database,tt0333211
 3.8/10, Internet Movie Database,tt0433394
 5.6/10, Internet Movie Database,tt4997398
 6.6/10, Internet Movie Database,tt0062891
 2.1/10, Internet Movie Database,tt0185905
 7.8/10, Internet Movie Database,tt2028446
 6.8/10, Internet Movie Database,tt0035637
 6.0/10, Internet Movie Database,tt0119784
33%, Rotten Tomatoes,tt0119784
 36/100, Metacritic,tt0119784
 5.7/10, Internet Movie Database,tt0447642
 4.2/10, Internet Movie Database,tt0254271
 7.6/10, Internet Movie Database,tt2246979
 3.3/10, Internet Movie Database,tt0429126
 3.9/10, Internet Movie Database,tt1156300
 6.0/10, Internet Movie Database,tt0040551
 6.9/10, Internet Movie Database,tt0091422
 5.7/10, Internet Movie Database,tt0921777
 7.3/10, Internet Movie Database,tt0814098
 7.4/10, Internet Movie Database,tt0777237
 7.8/10, Internet Movie Database,tt1840384
 6.2/10, Internet Movie Database,tt0245253
 6.2/10, Internet Movie Database,tt0057406
69%, Rotten Tomatoes,tt1494733
 9.4/10, Internet Movie Database,tt1737257
 6.8/10, Internet Movie Database,tt0880575
 6.6/10, Internet Movie Database,tt7158686
 4.7/10, Internet Movie Database,tt0215692
 8.8/10, Internet Movie Database,tt2091996
 7.8/10, Internet Movie Database,tt2708090
 6.8/10, Internet Movie Database,tt2622186
 5.3/10, Internet Movie Database,tt2384276
 7.5/10, Internet Movie Database,tt3043136
 6.9/10, Internet Movie Database,tt1857666
 7.5/10, Internet Movie Database,tt0462494
 4.8/10, Internet Movie Database,tt0417096
69%, Rotten Tomatoes,tt0417096
 64/100, Metacritic,tt0417096
 7.3/10, Internet Movie Database,tt5887150
 6.9/10, Internet Movie Database,tt1273230
 6.3/10, Internet Movie Database,tt0045921
 5.1/10, Internet Movie Database,tt0008551
 6.3/10, Internet Movie Database,tt3230694
 6.7/10, Internet Movie Database,tt5916954
 2.1/10, Internet Movie Database,tt1179041
 4.5/10, Internet Movie Database,tt0407646
 5.3/10, Internet Movie Database,tt0062915
 4.3/10, Internet Movie Database,tt2094898
 7.2/10, Internet Movie Database,tt1323535
 7.3/10, Internet Movie Database,tt0097765
 4.6/10, Internet Movie Database,tt0166016
 7.3/10, Internet Movie Database,tt0392571
 8.0/10, Internet Movie Database,tt3176284
 8.3/10, Internet Movie Database,tt0500124
 6.5/10, Internet Movie Database,tt1252390
 7.8/10, Internet Movie Database,tt0319529
 4.8/10, Internet Movie Database,tt0476291
 8.3/10, Internet Movie Database,tt0979946
 8.2/10, Internet Movie Database,tt1157618
 4.8/10, Internet Movie Database,tt0826175
 5.2/10, Internet Movie Database,tt2228402
 4.4/10, Internet Movie Database,tt5773298
 7.6/10, Internet Movie Database,tt1431332
 3.5/10, Internet Movie Database,tt0840040
46%, Rotten Tomatoes,tt0840040
 6.1/10, Internet Movie Database,tt1433849
 7.2/10, Internet Movie Database,tt0108026
80%, Rotten Tomatoes,tt0108026
 6.0/10, Internet Movie Database,tt0065943
 6.3/10, Internet Movie Database,tt0219899
 6.6/10, Internet Movie Database,tt0134422
 5.1/10, Internet Movie Database,tt0050268
 6.5/10, Internet Movie Database,tt0085543
 6.6/10, Internet Movie Database,tt1322346
 5.7/10, Internet Movie Database,tt0085648
 7.0/10, Internet Movie Database,tt0027459
90%, Rotten Tomatoes,tt0027459
 7.1/10, Internet Movie Database,tt0252627
 8.0/10, Internet Movie Database,tt5640030
 5.1/10, Internet Movie Database,tt0454614
 7.9/10, Internet Movie Database,tt3578794
 2.9/10, Internet Movie Database,tt5634406
 5.7/10, Internet Movie Database,tt0201078
 7.2/10, Internet Movie Database,tt0073467
 5.5/10, Internet Movie Database,tt0141366
 4.4/10, Internet Movie Database,tt1196601
 3.6/10, Internet Movie Database,tt0147697
 7.5/10, Internet Movie Database,tt0323599
 8.2/10, Internet Movie Database,tt0036112
96%, Rotten Tomatoes,tt0036112
 7.8/10, Internet Movie Database,tt4071292
 7.1/10, Internet Movie Database,tt0021247
 6.1/10, Internet Movie Database,tt0264935
 50/100, Metacritic,tt0264935
 5.2/10, Internet Movie Database,tt4417456
 8.0/10, Internet Movie Database,tt1092545
 6.5/10, Internet Movie Database,tt0068894
 6.8/10, Internet Movie Database,tt0475578
 6.1/10, Internet Movie Database,tt0120912
39%, Rotten Tomatoes,tt0120912
 49/100, Metacritic,tt0120912
 7.6/10, Internet Movie Database,tt0023940
75%, Rotten Tomatoes,tt0023940
 6.2/10, Internet Movie Database,tt0038073
 7.7/10, Internet Movie Database,tt2313221
 5.9/10, Internet Movie Database,tt0158539
 7.6/10, Internet Movie Database,tt1459459
 4.7/10, Internet Movie Database,tt0109400
 6.1/10, Internet Movie Database,tt1233487
 5.0/10, Internet Movie Database,tt2393965
 6.4/10, Internet Movie Database,tt0023839
 5.8/10, Internet Movie Database,tt3327904
 7.7/10, Internet Movie Database,tt0301549
 6.5/10, Internet Movie Database,tt4081260
 6.5/10, Internet Movie Database,tt0219887
 6.7/10, Internet Movie Database,tt1815852
6%, Rotten Tomatoes,tt1815852
 43/100, Metacritic,tt1815852
 7.4/10, Internet Movie Database,tt6881422
 5.3/10, Internet Movie Database,tt2027157
 8.3/10, Internet Movie Database,tt0467444
 6.4/10, Internet Movie Database,tt1390478
 5.6/10, Internet Movie Database,tt0402092
 6.3/10, Internet Movie Database,tt1270799
 8.2/10, Internet Movie Database,tt2885338
 5.2/10, Internet Movie Database,tt0094962
 5.2/10, Internet Movie Database,tt3579698
 6.6/10, Internet Movie Database,tt0027044
 5.3/10, Internet Movie Database,tt0094140
 7.1/10, Internet Movie Database,tt0109975
 7.2/10, Internet Movie Database,tt0082158
83%, Rotten Tomatoes,tt0082158
 78/100, Metacritic,tt0082158
 8.4/10, Internet Movie Database,tt0070233
 6.5/10, Internet Movie Database,tt0053704
 6.7/10, Internet Movie Database,tt1778279
 6.6/10, Internet Movie Database,tt0121869
 4.3/10, Internet Movie Database,tt0204597
 5.1/10, Internet Movie Database,tt0035909
 8.8/10, Internet Movie Database,tt1802827
 6.9/10, Internet Movie Database,tt0053649
89%, Rotten Tomatoes,tt4573030
 7.6/10, Internet Movie Database,tt5191192
 4.3/10, Internet Movie Database,tt0892074
 4.1/10, Internet Movie Database,tt0093042
 4.8/10, Internet Movie Database,tt6020164
 6.4/10, Internet Movie Database,tt0039461
 7.2/10, Internet Movie Database,tt3460794
 7.7/10, Internet Movie Database,tt0838195
 6.1/10, Internet Movie Database,tt1190550
 6.2/10, Internet Movie Database,tt0217549
 7.6/10, Internet Movie Database,tt0854678
100%, Rotten Tomatoes,tt0854678
 82/100, Metacritic,tt0854678
 6.4/10, Internet Movie Database,tt1636618
 8.6/10, Internet Movie Database,tt1363109
 6.1/10, Internet Movie Database,tt2957786
 8.8/10, Internet Movie Database,tt1692325
 5.6/10, Internet Movie Database,tt0146197
 3.6/10, Internet Movie Database,tt0970469
 8.2/10, Internet Movie Database,tt4270408
 7.1/10, Internet Movie Database,tt0063544
 4.6/10, Internet Movie Database,tt0411868
 5.3/10, Internet Movie Database,tt0027098
 7.8/10, Internet Movie Database,tt3614356
 6.9/10, Internet Movie Database,tt0052675
 4.4/10, Internet Movie Database,tt0081747
0%, Rotten Tomatoes,tt0081747
 6.5/10, Internet Movie Database,tt0462028
 6.7/10, Internet Movie Database,tt0039391
13%, Rotten Tomatoes,tt0039391
33%, Rotten Tomatoes,tt1852979
 7.5/10, Internet Movie Database,tt0007613
 3.1/10, Internet Movie Database,tt0119075
 6.2/10, Internet Movie Database,tt1340688
 2.9/10, Internet Movie Database,tt1279329
 7.7/10, Internet Movie Database,tt0410226
 7.9/10, Internet Movie Database,tt0965458
 7.2/10, Internet Movie Database,tt0220763
 7.7/10, Internet Movie Database,tt0477129
 2.5/10, Internet Movie Database,tt3171246
0%, Rotten Tomatoes,tt3171246
 5.4/10, Internet Movie Database,tt0475522
 5.5/10, Internet Movie Database,tt5143226
 8.2/10, Internet Movie Database,tt1229485
 5.7/10, Internet Movie Database,tt2167761
 6.8/10, Internet Movie Database,tt0814140
 7.1/10, Internet Movie Database,tt4274874
 7.4/10, Internet Movie Database,tt1093836
78%, Rotten Tomatoes,tt1093836
 72/100, Metacritic,tt1093836
 4.5/10, Internet Movie Database,tt2909966
 6.2/10, Internet Movie Database,tt1819717
 7.2/10, Internet Movie Database,tt0040427
83%, Rotten Tomatoes,tt0040427
 6.9/10, Internet Movie Database,tt0852643
 6.8/10, Internet Movie Database,tt2332885
 6.9/10, Internet Movie Database,tt0200010
 4.8/10, Internet Movie Database,tt1119187
 8.1/10, Internet Movie Database,tt2426462
 7.8/10, Internet Movie Database,tt1018804
 7.7/10, Internet Movie Database,tt0414813
 8.4/10, Internet Movie Database,tt0295695
 4.8/10, Internet Movie Database,tt0778767
 3.2/10, Internet Movie Database,tt1883145
 7.5/10, Internet Movie Database,tt0109348
97%, Rotten Tomatoes,tt0109348
 5.7/10, Internet Movie Database,tt0150839
 3.2/10, Internet Movie Database,tt0126527
 8.8/10, Internet Movie Database,tt0468367
 7.1/10, Internet Movie Database,tt0038455
 5.3/10, Internet Movie Database,tt0023709
 5.0/10, Internet Movie Database,tt0072695
 7.0/10, Internet Movie Database,tt0420251
84%, Rotten Tomatoes,tt0420251
 66/100, Metacritic,tt0420251
 4.6/10, Internet Movie Database,tt0221831
 5.4/10, Internet Movie Database,tt1459468
 5.8/10, Internet Movie Database,tt0133505
 7.8/10, Internet Movie Database,tt3659676
 6.6/10, Internet Movie Database,tt5219156
 5.1/10, Internet Movie Database,tt0060462
 6.9/10, Internet Movie Database,tt0021645
 6.5/10, Internet Movie Database,tt0170626
 5.4/10, Internet Movie Database,tt0360888
 5.9/10, Internet Movie Database,tt0349092
 3.9/10, Internet Movie Database,tt0203343
 5.9/10, Internet Movie Database,tt0059108
 8.1/10, Internet Movie Database,tt0168093
 3.6/10, Internet Movie Database,tt0098331
 7.7/10, Internet Movie Database,tt6421116
 7.3/10, Internet Movie Database,tt0037251
 2.6/10, Internet Movie Database,tt0110169
0%, Rotten Tomatoes,tt0110169
 7.0/10, Internet Movie Database,tt0424232
 5.4/10, Internet Movie Database,tt0079940
 7.3/10, Internet Movie Database,tt2092435
 6.3/10, Internet Movie Database,tt2237134
 5.9/10, Internet Movie Database,tt0853002
 7.2/10, Internet Movie Database,tt0108074
 3.8/10, Internet Movie Database,tt0350279
 6.7/10, Internet Movie Database,tt0027869
 7.7/10, Internet Movie Database,tt0183815
 7.3/10, Internet Movie Database,tt0265018
 6.4/10, Internet Movie Database,tt0396200
 6.7/10, Internet Movie Database,tt0067645
 7.1/10, Internet Movie Database,tt1540814
82%, Rotten Tomatoes,tt1540814
 68/100, Metacritic,tt1540814
 7.3/10, Internet Movie Database,tt0025136
 6.6/10, Internet Movie Database,tt1527156
 8.4/10, Internet Movie Database,tt0281376
 68/100, Metacritic,tt0281376
 8.4/10, Internet Movie Database,tt3680640
 5.6/10, Internet Movie Database,tt0104413
 7.4/10, Internet Movie Database,tt1252397
 6.8/10, Internet Movie Database,tt0361487
 7.2/10, Internet Movie Database,tt0120372
 3.7/10, Internet Movie Database,tt0135197
 3.7/10, Internet Movie Database,tt0196766
 4.4/10, Internet Movie Database,tt0075196
 8.2/10, Internet Movie Database,tt1723804
 7.5/10, Internet Movie Database,tt2243599
 5.2/10, Internet Movie Database,tt0853063
 6.7/10, Internet Movie Database,tt0066209
 8.0/10, Internet Movie Database,tt0274917
 4.9/10, Internet Movie Database,tt0266353
 5.1/10, Internet Movie Database,tt0493460
80%, Rotten Tomatoes,tt0493460
 5.6/10, Internet Movie Database,tt0081585
 7.5/10, Internet Movie Database,tt2164232
 6.6/10, Internet Movie Database,tt0355955
 7.4/10, Internet Movie Database,tt0142833
 6.4/10, Internet Movie Database,tt1054110
 8.4/10, Internet Movie Database,tt0427506
 6.4/10, Internet Movie Database,tt0420075
 7.2/10, Internet Movie Database,tt0024680
 6.6/10, Internet Movie Database,tt0304209
 6.2/10, Internet Movie Database,tt0025494
 6.3/10, Internet Movie Database,tt2018105
 8.2/10, Internet Movie Database,tt1067109
 5.9/10, Internet Movie Database,tt0189497
 5.8/10, Internet Movie Database,tt0059248
 5.3/10, Internet Movie Database,tt0374602
 7.3/10, Internet Movie Database,tt4634734
 7.0/10, Internet Movie Database,tt0050383
82%, Rotten Tomatoes,tt0050383
 2.9/10, Internet Movie Database,tt2199647
 7.6/10, Internet Movie Database,tt0107322
97%, Rotten Tomatoes,tt0107322
 86/100, Metacritic,tt0107322
 5.6/10, Internet Movie Database,tt0169127
 5.1/10, Internet Movie Database,tt0313423
 6.6/10, Internet Movie Database,tt0050424
 7.5/10, Internet Movie Database,tt0160612
 7.8/10, Internet Movie Database,tt2879444
 5.4/10, Internet Movie Database,tt0075769
 6.4/10, Internet Movie Database,tt7285822
 6.5/10, Internet Movie Database,tt2503036
 6.4/10, Internet Movie Database,tt1125795
 7.0/10, Internet Movie Database,tt2388422
 6.3/10, Internet Movie Database,tt0116369
 4.6/10, Internet Movie Database,tt0017655
 4.4/10, Internet Movie Database,tt0298545
 7.7/10, Internet Movie Database,tt0431379
 6.4/10, Internet Movie Database,tt1278379
67%, Rotten Tomatoes,tt1278379
 64/100, Metacritic,tt1278379
 8.1/10, Internet Movie Database,tt0397325
 5.1/10, Internet Movie Database,tt2088832
 6.0/10, Internet Movie Database,tt0184326
 8.2/10, Internet Movie Database,tt1220702
 9.0/10, Internet Movie Database,tt6020322
 5.8/10, Internet Movie Database,tt0410751
 6.1/10, Internet Movie Database,tt5042340
 8.6/10, Internet Movie Database,tt1523308
 6.2/10, Internet Movie Database,tt0240444
 4.7/10, Internet Movie Database,tt0290048
 4.4/10, Internet Movie Database,tt2266849
 7.9/10, Internet Movie Database,tt0293882
 3.4/10, Internet Movie Database,tt3574568
 7.4/10, Internet Movie Database,tt0036333
 6.2/10, Internet Movie Database,tt0058660
 2.6/10, Internet Movie Database,tt2147365
0%, Rotten Tomatoes,tt2147365
 5.6/10, Internet Movie Database,tt0318943
 5.8/10, Internet Movie Database,tt0067367
 7.1/10, Internet Movie Database,tt0056269
 5.3/10, Internet Movie Database,tt5541492
 5.5/10, Internet Movie Database,tt0148344
 6.6/10, Internet Movie Database,tt0043462
 7.4/10, Internet Movie Database,tt4050646
 8.6/10, Internet Movie Database,tt0814400
 6.3/10, Internet Movie Database,tt1172974
 5.6/10, Internet Movie Database,tt0422578
 8.6/10, Internet Movie Database,tt1613081
 6.5/10, Internet Movie Database,tt0028999
 6.1/10, Internet Movie Database,tt0032218
 5.3/10, Internet Movie Database,tt0173796
 6.0/10, Internet Movie Database,tt0095876
 8.1/10, Internet Movie Database,tt2401023
 6.8/10, Internet Movie Database,tt1954878
 5.6/10, Internet Movie Database,tt0107711
29%, Rotten Tomatoes,tt0107711
 5.1/10, Internet Movie Database,tt0024766
 4.8/10, Internet Movie Database,tt0125684
 6.5/10, Internet Movie Database,tt0173463
 8.2/10, Internet Movie Database,tt0298348
 7.2/10, Internet Movie Database,tt2189618
 7.5/10, Internet Movie Database,tt1523289
 6.5/10, Internet Movie Database,tt0027069
 6.7/10, Internet Movie Database,tt4418214
 6.6/10, Internet Movie Database,tt0077398
 5.6/10, Internet Movie Database,tt1545992
 5.9/10, Internet Movie Database,tt0471760
 3.7/10, Internet Movie Database,tt2400297
 7.4/10, Internet Movie Database,tt0156283
 6.6/10, Internet Movie Database,tt0217895
 6.1/10, Internet Movie Database,tt3169000
 7.3/10, Internet Movie Database,tt0462209
 8.2/10, Internet Movie Database,tt3860008
 9.1/10, Internet Movie Database,tt1268957
 6.8/10, Internet Movie Database,tt1521090
 6.5/10, Internet Movie Database,tt0855843
 5.5/10, Internet Movie Database,tt0187371
 6.0/10, Internet Movie Database,tt0063429
 3.0/10, Internet Movie Database,tt1450677
 7.0/10, Internet Movie Database,tt1666090
 6.8/10, Internet Movie Database,tt1545642
 6.2/10, Internet Movie Database,tt0120053
28%, Rotten Tomatoes,tt0120053
 50/100, Metacritic,tt0120053
 7.4/10, Internet Movie Database,tt0225470
 6.0/10, Internet Movie Database,tt0333941
 7.4/10, Internet Movie Database,tt0255958
 7.3/10, Internet Movie Database,tt0285263
 8.0/10, Internet Movie Database,tt0827737
 2.5/10, Internet Movie Database,tt0420895
 6.0/10, Internet Movie Database,tt0044962
 5.4/10, Internet Movie Database,tt0095001
 8.1/10, Internet Movie Database,tt0465589
 7.2/10, Internet Movie Database,tt0085369
 6.7/10, Internet Movie Database,tt0060718
 6.7/10, Internet Movie Database,tt0081635
50%, Rotten Tomatoes,tt0081635
 7.3/10, Internet Movie Database,tt0892424
 6.7/10, Internet Movie Database,tt0330022
 6.2/10, Internet Movie Database,tt2076895
 6.3/10, Internet Movie Database,tt1220882
 7.3/10, Internet Movie Database,tt0117568
 5.0/10, Internet Movie Database,tt1080548
 8.0/10, Internet Movie Database,tt1347200
 5.7/10, Internet Movie Database,tt0069046
 6.5/10, Internet Movie Database,tt0095121
 2.4/10, Internet Movie Database,tt0016241
